"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSG00000186088",17.1174294109994,-0.357999659921648,1.010962341693,-0.354117700687174,0.723250677264301,0.999838284898011
"ENSG00000175322",2.62471003495373,0.776096560143247,1.56429095776398,0.496133124270313,0.619800490257005,NA
"ENSG00000259273",0,NA,NA,NA,NA,NA
"ENSG00000204929",0,NA,NA,NA,NA,NA
"ENSG00000204928",0,NA,NA,NA,NA,NA
"ENSG00000125845",10.2689422214004,-1.41299120025976,1.29097413940721,-1.09451549580116,0.273728954977097,0.933662069124206
"ENSG00000204923",4.28133737336382,-1.09297722647464,1.48646101658602,-0.735288187365253,0.462164000785637,0.999838284898011
"ENSG00000204922",29.9529415185423,0.433647488142518,0.949080878956953,0.456913101672746,0.647733506529504,0.999838284898011
"ENSG00000204920",2.28724498429926,2.56016302069724,1.58999360996776,1.61017189292298,0.107360335625006,NA
"ENSG00000261382",0,NA,NA,NA,NA,NA
"ENSG00000008441",50.1212304543985,-0.0729681174069688,0.788193889779529,-0.0925763550734696,0.926240128979627,0.999838284898011
"ENSG00000260260",7.13631210399075,0.0335390336453501,1.30824202565666,0.0256367193436669,0.979547097886187,0.999838284898011
"ENSG00000182508",0,NA,NA,NA,NA,NA
"ENSG00000182504",5.17456332405025,0.973181401264988,1.37433969514749,0.708108340828028,0.478877980349164,0.999838284898011
"ENSG00000213967",1.40562110264984,1.59415125756961,1.53979335593812,1.03530207571156,0.300527860765397,NA
"ENSG00000128000",6.80576090003196,-0.232555149132537,1.28844737549775,-0.180492547507186,0.8567659045476,0.999838284898011
"ENSG00000121542",16.3603024114698,-0.184267608282677,1.03998885720265,-0.177182290951,0.85936520535838,0.999838284898011
"ENSG00000264334",0,NA,NA,NA,NA,NA
"ENSG00000254050",0,NA,NA,NA,NA,NA
"ENSG00000167680",26.5545415114379,-2.00296915629983,1.05492611381517,-1.8986819361747,0.0576063080146938,0.441100707893856
"ENSG00000238008",0,NA,NA,NA,NA,NA
"ENSG00000264330",0,NA,NA,NA,NA,NA
"ENSG00000214211",0,NA,NA,NA,NA,NA
"ENSG00000104808",0,NA,NA,NA,NA,NA
"ENSG00000234369",0,NA,NA,NA,NA,NA
"ENSG00000214212",10.0214048193874,2.11891900978132,1.35297271971348,1.56612101552945,0.117320289040362,0.664866563264355
"ENSG00000104805",231.083680548432,-0.479671347816559,0.686612188298338,-0.698605932127931,0.484798335444546,0.999838284898011
"ENSG00000104804",0,NA,NA,NA,NA,NA
"ENSG00000167685",25.0592892621882,0.157708771731859,0.983068636033673,0.160424985551525,0.872546308883236,0.999838284898011
"ENSG00000239345",0,NA,NA,NA,NA,NA
"ENSG00000239344",0,NA,NA,NA,NA,NA
"ENSG00000234362",6.16174186641913,0.236896544324638,1.33834053487569,0.177007673421952,0.859502362236106,0.999838284898011
"ENSG00000100403",59.7740817102117,-0.00524173519056105,0.833375506292535,-0.00628976391912469,0.994981527567264,0.999838284898011
"ENSG00000237415",0,NA,NA,NA,NA,NA
"ENSG00000237414",0,NA,NA,NA,NA,NA
"ENSG00000237417",0,NA,NA,NA,NA,NA
"ENSG00000106400",89.0667020169514,0.71415310700786,0.778170736029073,0.917733183661096,0.358758570384973,0.9838150009119
"ENSG00000237410",0,NA,NA,NA,NA,NA
"ENSG00000177504",0.206267474672764,0.808358522065789,1.35156465256271,0.598090901928411,0.549779280591825,NA
"ENSG00000106404",91.0519514370075,2.16376778848929,0.776659801551259,2.78599173559324,0.00533642322300761,0.0972708431045248
"ENSG00000280485",0,NA,NA,NA,NA,NA
"ENSG00000177508",3.33667196772807,1.10859403130562,1.53526889886263,0.722084601679156,0.470242464703244,NA
"ENSG00000237419",1.25,-1.47565911817382,1.52134634374755,-0.969969214596336,0.332061837503948,NA
"ENSG00000237418",0,NA,NA,NA,NA,NA
"ENSG00000254342",0,NA,NA,NA,NA,NA
"ENSG00000179314",8.40562110264984,-1.79870765462074,1.34346732798349,-1.33885478057777,0.180617953088344,0.802905678319936
"ENSG00000187840",54.857272957381,1.46816254721167,0.806104793496157,1.82130482172684,0.068560533907682,0.494439414080497
"ENSG00000199363",0,NA,NA,NA,NA,NA
"ENSG00000199360",0,NA,NA,NA,NA,NA
"ENSG00000199361",0,NA,NA,NA,NA,NA
"ENSG00000199366",0,NA,NA,NA,NA,NA
"ENSG00000249364",0,NA,NA,NA,NA,NA
"ENSG00000199364",0,NA,NA,NA,NA,NA
"ENSG00000187847",0,NA,NA,NA,NA,NA
"ENSG00000187848",0,NA,NA,NA,NA,NA
"ENSG00000202515",0,NA,NA,NA,NA,NA
"ENSG00000199368",0,NA,NA,NA,NA,NA
"ENSG00000202517",0,NA,NA,NA,NA,NA
"ENSG00000123933",66.5555965287991,0.143421849125513,0.797225640690407,0.179901199616846,0.857230133409648,0.999838284898011
"ENSG00000202512",0,NA,NA,NA,NA,NA
"ENSG00000202513",0,NA,NA,NA,NA,NA
"ENSG00000140526",33.9476138376994,-0.724820316130763,0.870710219840011,-0.832447236307788,0.405156548912621,0.999838284898011
"ENSG00000140527",0.868802424018293,0.413465463679313,1.48317706144736,0.278770130975349,0.780421238127509,NA
"ENSG00000140525",13.7618747502799,0.606274510009388,1.0997044374408,0.551306777865055,0.581423392976017,0.999838284898011
"ENSG00000140522",0,NA,NA,NA,NA,NA
"ENSG00000235174",299.780896555628,1.95636504104606,0.714684790017604,2.73738166583603,0.00619303961916635,0.108437094527441
"ENSG00000140521",34.7777982643996,0.0204401591789923,0.852941881615368,0.0239643047428755,0.980881081213423,0.999838284898011
"ENSG00000246541",0,NA,NA,NA,NA,NA
"ENSG00000267978",0,NA,NA,NA,NA,NA
"ENSG00000167107",48.3556737175375,-1.62358790862946,0.897496276224045,-1.80901910307666,0.0704480356158038,0.501305265036369
"ENSG00000167106",48.3091605985656,2.45005192032776,0.900520222981163,2.72070727319914,0.00651424185037806,0.111486101893522
"ENSG00000280734",3.05554774719811,0.982958147519199,1.54725989360526,0.635289618493773,0.525239543156448,NA
"ENSG00000167104",0,NA,NA,NA,NA,NA
"ENSG00000167103",1.03133737336382,1.26781628022225,1.48177819572392,0.855604626846906,0.392216509831137,NA
"ENSG00000239503",0,NA,NA,NA,NA,NA
"ENSG00000167100",0,NA,NA,NA,NA,NA
"ENSG00000240265",0,NA,NA,NA,NA,NA
"ENSG00000280739",0.843372661589906,1.12422743659265,1.4464387205867,0.777238206217708,0.437018244916452,NA
"ENSG00000180042",0,NA,NA,NA,NA,NA
"ENSG00000244945",0.5,-1.02550367550925,1.42166178129196,-0.721341523704257,0.47069941505666,NA
"ENSG00000166851",4.64892040878801,0.767258774183492,1.41661941653467,0.5416124932555,0.58808548351862,0.999838284898011
"ENSG00000166856",0,NA,NA,NA,NA,NA
"ENSG00000207357",0,NA,NA,NA,NA,NA
"ENSG00000166855",23.2114415310908,-0.252269661524692,0.945411799153596,-0.266835744752227,0.789595631413083,0.999838284898011
"ENSG00000207359",0,NA,NA,NA,NA,NA
"ENSG00000163374",28.6659096870769,0.286004406223913,0.981416208946998,0.291420096404133,0.770730046511992,0.999838284898011
"ENSG00000163376",2.62471003495373,0.776096560143246,1.56429095776398,0.496133124270313,0.619800490257005,NA
"ENSG00000163377",0,NA,NA,NA,NA,NA
"ENSG00000163378",12.6188024240183,-3.36069576587353,1.23847197833099,-2.71358240208431,0.00665600121850989,0.112770513764897
"ENSG00000255149",0,NA,NA,NA,NA,NA
"ENSG00000255148",0,NA,NA,NA,NA,NA
"ENSG00000255143",0,NA,NA,NA,NA,NA
"ENSG00000255142",0.706267474672764,-0.362600880895806,1.45515876411742,-0.249183037505691,0.803219199784857,NA
"ENSG00000255141",0,NA,NA,NA,NA,NA
"ENSG00000255140",0,NA,NA,NA,NA,NA
"ENSG00000255147",0,NA,NA,NA,NA,NA
"ENSG00000255146",0,NA,NA,NA,NA,NA
"ENSG00000276740",0.618802424018293,1.06979771171814,1.4341121945058,0.745965145416531,0.455688470253295,NA
"ENSG00000255144",0,NA,NA,NA,NA,NA
"ENSG00000282393",2.23760484803659,0.183085961264487,1.58135220215116,0.115778104975874,0.907828403500391,NA
"ENSG00000282390",0,NA,NA,NA,NA,NA
"ENSG00000264705",0,NA,NA,NA,NA,NA
"ENSG00000249830",0,NA,NA,NA,NA,NA
"ENSG00000253468",0,NA,NA,NA,NA,NA
"ENSG00000253469",0,NA,NA,NA,NA,NA
"ENSG00000227818",0,NA,NA,NA,NA,NA
"ENSG00000262539",0,NA,NA,NA,NA,NA
"ENSG00000056586",37.2255657265238,0.898020926271795,0.890387529133644,1.00857311775871,0.31317940506305,0.964539285803622
"ENSG00000227814",0,NA,NA,NA,NA,NA
"ENSG00000227815",0,NA,NA,NA,NA,NA
"ENSG00000227817",0,NA,NA,NA,NA,NA
"ENSG00000227811",0,NA,NA,NA,NA,NA
"ENSG00000252252",0,NA,NA,NA,NA,NA
"ENSG00000227813",0,NA,NA,NA,NA,NA
"ENSG00000265411",0,NA,NA,NA,NA,NA
"ENSG00000128849",22.4041539936151,2.38509997421935,1.0110150672403,2.35911417297648,0.0183186187890236,0.219194095017778
"ENSG00000064393",40.8232705800044,-2.32722300833893,0.862867111128226,-2.69708159961737,0.00699501271068503,0.116437887554576
"ENSG00000225526",0.5,-1.02550367550925,1.42166178129196,-0.721341523704256,0.470699415056661,NA
"ENSG00000225527",0,NA,NA,NA,NA,NA
"ENSG00000241135",0,NA,NA,NA,NA,NA
"ENSG00000241134",0,NA,NA,NA,NA,NA
"ENSG00000225522",0,NA,NA,NA,NA,NA
"ENSG00000225523",0.412534949345529,0.980971711963575,1.41086714043019,0.695297015468418,0.486869184255752,NA
"ENSG00000225520",0,NA,NA,NA,NA,NA
"ENSG00000241130",0,NA,NA,NA,NA,NA
"ENSG00000253460",0,NA,NA,NA,NA,NA
"ENSG00000225528",0,NA,NA,NA,NA,NA
"ENSG00000259502",0,NA,NA,NA,NA,NA
"ENSG00000157005",0,NA,NA,NA,NA,NA
"ENSG00000184014",51.7658294181038,-0.591248155145265,0.799737353835224,-0.739302912774891,0.459723080997297,0.999838284898011
"ENSG00000184012",0.618802424018293,1.06979771171814,1.4341121945058,0.745965145416531,0.455688470253295,NA
"ENSG00000253465",0,NA,NA,NA,NA,NA
"ENSG00000179820",31.9501359640954,1.64987783294438,0.949250682247621,1.73808443206785,0.0821959376061358,0.546855471311447
"ENSG00000179826",0,NA,NA,NA,NA,NA
"ENSG00000162426",2.94387232270935,-0.0193184117128534,1.55238988486753,-0.0124443040380297,0.990071138203867,NA
"ENSG00000275788",0,NA,NA,NA,NA,NA
"ENSG00000205078",2.09337266158991,-0.288250269566021,1.59031664827747,-0.181253381128995,0.85616869633801,NA
"ENSG00000268204",0,NA,NA,NA,NA,NA
"ENSG00000268205",42.6706574378273,0.421903753289153,0.826531654276801,0.510450811056125,0.609735667206391,0.999838284898011
"ENSG00000200829",0,NA,NA,NA,NA,NA
"ENSG00000279189",0,NA,NA,NA,NA,NA
"ENSG00000268201",0.562248441059937,1.04049169950825,1.42689885997507,0.729197933150233,0.465880595333041,NA
"ENSG00000268203",0,NA,NA,NA,NA,NA
"ENSG00000200822",0,NA,NA,NA,NA,NA
"ENSG00000213655",0,NA,NA,NA,NA,NA
"ENSG00000279187",0,NA,NA,NA,NA,NA
"ENSG00000279186",0,NA,NA,NA,NA,NA
"ENSG00000279181",0,NA,NA,NA,NA,NA
"ENSG00000268209",0,NA,NA,NA,NA,NA
"ENSG00000279182",0,NA,NA,NA,NA,NA
"ENSG00000204118",0.618802424018293,1.06979771171814,1.4341121945058,0.745965145416531,0.455688470253295,NA
"ENSG00000272113",0,NA,NA,NA,NA,NA
"ENSG00000250624",0,NA,NA,NA,NA,NA
"ENSG00000204113",0,NA,NA,NA,NA,NA
"ENSG00000204110",0,NA,NA,NA,NA,NA
"ENSG00000204116",6.08709827339578,0.802780396904626,1.32928384209067,0.603919472640265,0.545897181792859,0.999838284898011
"ENSG00000204117",0,NA,NA,NA,NA,NA
"ENSG00000201196",0,NA,NA,NA,NA,NA
"ENSG00000222610",0,NA,NA,NA,NA,NA
"ENSG00000137145",16.3436453428328,-0.167250382403731,1.07659201272975,-0.155351684227769,0.876544072035937,0.999838284898011
"ENSG00000137142",0,NA,NA,NA,NA,NA
"ENSG00000201198",0,NA,NA,NA,NA,NA
"ENSG00000264906",0,NA,NA,NA,NA,NA
"ENSG00000259274",0,NA,NA,NA,NA,NA
"ENSG00000250623",0,NA,NA,NA,NA,NA
"ENSG00000257556",2.65562110264984,0.0852092445070867,1.56827215037661,0.0543332000677462,0.956669698781092,NA
"ENSG00000105011",6.79906020617013,0.996875854837882,1.2929053254005,0.771035461957806,0.440685912421186,0.999838284898011
"ENSG00000233888",0,NA,NA,NA,NA,NA
"ENSG00000252257",0,NA,NA,NA,NA,NA
"ENSG00000201671",0,NA,NA,NA,NA,NA
"ENSG00000233882",0,NA,NA,NA,NA,NA
"ENSG00000233880",0,NA,NA,NA,NA,NA
"ENSG00000233887",0,NA,NA,NA,NA,NA
"ENSG00000233884",0,NA,NA,NA,NA,NA
"ENSG00000233885",0.562248441059937,1.04049169950825,1.42689885997507,0.729197933150233,0.465880595333041,NA
"ENSG00000270377",0,NA,NA,NA,NA,NA
"ENSG00000270371",0,NA,NA,NA,NA,NA
"ENSG00000270372",0,NA,NA,NA,NA,NA
"ENSG00000283117",0,NA,NA,NA,NA,NA
"ENSG00000250629",0,NA,NA,NA,NA,NA
"ENSG00000270379",0,NA,NA,NA,NA,NA
"ENSG00000270378",0,NA,NA,NA,NA,NA
"ENSG00000283110",0,NA,NA,NA,NA,NA
"ENSG00000278582",0,NA,NA,NA,NA,NA
"ENSG00000278580",0,NA,NA,NA,NA,NA
"ENSG00000104756",27.5483266516528,0.00795924912009063,0.908846304730141,0.00875753037523097,0.99301259103874,0.999838284898011
"ENSG00000278586",0,NA,NA,NA,NA,NA
"ENSG00000278587",0,NA,NA,NA,NA,NA
"ENSG00000278585",0,NA,NA,NA,NA,NA
"ENSG00000278588",0,NA,NA,NA,NA,NA
"ENSG00000278589",0,NA,NA,NA,NA,NA
"ENSG00000252936",0,NA,NA,NA,NA,NA
"ENSG00000001561",19.5366650542067,-1.03236347591531,0.984218045203356,-1.04891744359555,0.29421611640471,0.953372665855543
"ENSG00000159128",76.2531508380895,0.240238521918626,0.736842297092027,0.326037909151979,0.744395673493641,0.999838284898011
"ENSG00000122912",36.6483404786955,-1.94586055857199,0.863280210294658,-2.25403123501212,0.0241942030482435,0.259177634815223
"ENSG00000258451",0.25,-0.855266917860253,1.36709826282933,-0.625607493707295,0.531572422357683,NA
"ENSG00000258456",0,NA,NA,NA,NA,NA
"ENSG00000253259",0,NA,NA,NA,NA,NA
"ENSG00000253258",0,NA,NA,NA,NA,NA
"ENSG00000257976",0,NA,NA,NA,NA,NA
"ENSG00000253251",1.28133737336382,0.775737076194642,1.55458685791934,0.498998864066616,0.617780184295475,NA
"ENSG00000129038",45.3723200393665,2.10856402724752,0.832191199727433,2.53374948922571,0.0112849374972742,0.162072251963793
"ENSG00000253252",0,NA,NA,NA,NA,NA
"ENSG00000253257",0,NA,NA,NA,NA,NA
"ENSG00000154065",17.7925726651421,-0.457113927921886,1.06377189144892,-0.429710477966539,0.667406260500526,0.999838284898011
"ENSG00000205240",0,NA,NA,NA,NA,NA
"ENSG00000254278",0,NA,NA,NA,NA,NA
"ENSG00000251311",0,NA,NA,NA,NA,NA
"ENSG00000271715",0,NA,NA,NA,NA,NA
"ENSG00000271716",0,NA,NA,NA,NA,NA
"ENSG00000271717",0,NA,NA,NA,NA,NA
"ENSG00000102128",1.34337266158991,0.293478606324222,1.56020913448131,0.188102094673218,0.850796619096599,NA
"ENSG00000252258",0,NA,NA,NA,NA,NA
"ENSG00000117477",0.412534949345529,0.980971711963575,1.41086714043019,0.695297015468418,0.486869184255752,NA
"ENSG00000258399",0.281124220529969,0.868835770998757,1.37480329764506,0.63197096812832,0.527405848007029,NA
"ENSG00000152969",0,NA,NA,NA,NA,NA
"ENSG00000232823",0,NA,NA,NA,NA,NA
"ENSG00000232821",2.5,-2.70414562261168,1.58779396378945,-1.70308345054917,0.0885524525398302,NA
"ENSG00000232827",0,NA,NA,NA,NA,NA
"ENSG00000232825",0,NA,NA,NA,NA,NA
"ENSG00000232824",0,NA,NA,NA,NA,NA
"ENSG00000279549",0,NA,NA,NA,NA,NA
"ENSG00000232829",0,NA,NA,NA,NA,NA
"ENSG00000232828",0,NA,NA,NA,NA,NA
"ENSG00000146352",0,NA,NA,NA,NA,NA
"ENSG00000263932",0,NA,NA,NA,NA,NA
"ENSG00000120519",3.62471003495373,0.0653910682740354,1.52299545495995,0.0429358262764842,0.965752689833268,NA
"ENSG00000155330",6.37413010486119,2.12114647819875,1.3960949507539,1.51934256123004,0.128676291821488,0.689861276545339
"ENSG00000235890",1.25,-1.47565911817382,1.52134634374755,-0.969969214596336,0.332061837503948,NA
"ENSG00000201679",0,NA,NA,NA,NA,NA
"ENSG00000278635",0,NA,NA,NA,NA,NA
"ENSG00000037749",9.16908201878253,-0.311812887504754,1.33350931744553,-0.233828803012837,0.815117887776703,0.999838284898011
"ENSG00000273055",0,NA,NA,NA,NA,NA
"ENSG00000273621",0,NA,NA,NA,NA,NA
"ENSG00000273051",0,NA,NA,NA,NA,NA
"ENSG00000170523",0,NA,NA,NA,NA,NA
"ENSG00000170522",5.39365225635414,1.29049544891473,1.38678592089905,0.930565727173021,0.352078250027141,0.9838150009119
"ENSG00000170525",187.259282348667,-3.16534862703805,0.720463727897213,-4.39348783911249,1.11546431860824e-05,0.000789834542522219
"ENSG00000273058",0.843372661589906,1.12422743659265,1.4464387205867,0.777238206217708,0.437018244916452,NA
"ENSG00000278631",0,NA,NA,NA,NA,NA
"ENSG00000285519",0,NA,NA,NA,NA,NA
"ENSG00000164548",42.6171816905587,0.324053017771132,0.86977335550722,0.372571792087326,0.709467170289542,0.999838284898011
"ENSG00000198553",0,NA,NA,NA,NA,NA
"ENSG00000285517",1.36880242401829,-0.103966521550717,1.56397393532596,-0.0664758658711588,0.94699897144451,NA
"ENSG00000198551",12.6615882419943,0.960969036247806,1.10792901969525,0.867356138493538,0.38574690634353,0.999838284898011
"ENSG00000198556",6.98111730700861,0.166934679689445,1.29739677515674,0.128668949149559,0.897619606118233,0.999838284898011
"ENSG00000285513",0,NA,NA,NA,NA,NA
"ENSG00000198555",0.25,-0.855266917860253,1.36709826282933,-0.625607493707295,0.531572422357683,NA
"ENSG00000241907",0,NA,NA,NA,NA,NA
"ENSG00000163612",0,NA,NA,NA,NA,NA
"ENSG00000241905",0,NA,NA,NA,NA,NA
"ENSG00000075223",116.569262130965,1.80281490135205,0.839063944656136,2.1486025145448,0.0316659221940336,0.302729035099786
"ENSG00000227035",0,NA,NA,NA,NA,NA
"ENSG00000164542",1.85640727205488,1.96411031149123,1.57510504102158,1.24697100214812,0.212408130375148,NA
"ENSG00000160714",58.7636633221585,0.0587327836365749,0.762842002801167,0.0769920683718349,0.938629854761555,0.999838284898011
"ENSG00000160712",10.0305442904374,-0.482257777385705,1.16258148481491,-0.414816323573642,0.678276368926399,0.999838284898011
"ENSG00000160710",81.1603223989819,-0.015089523765035,0.863906642193349,-0.0174666139002296,0.986064367029631,0.999838284898011
"ENSG00000215160",0,NA,NA,NA,NA,NA
"ENSG00000136950",35.7840726525937,-0.547354738370774,0.854624653288164,-0.640462144714443,0.521872192210293,0.999838284898011
"ENSG00000215162",0,NA,NA,NA,NA,NA
"ENSG00000215165",0,NA,NA,NA,NA,NA
"ENSG00000083307",0,NA,NA,NA,NA,NA
"ENSG00000096080",24.0326401111657,0.64056524787647,1.06187277601921,0.603241049533114,0.546348343223377,0.999838284898011
"ENSG00000237862",0,NA,NA,NA,NA,NA
"ENSG00000267458",1.4621750856082,1.92025177219227,1.57486742761929,1.21931010732445,0.222726513839111,NA
"ENSG00000280054",0,NA,NA,NA,NA,NA
"ENSG00000258869",0,NA,NA,NA,NA,NA
"ENSG00000267459",2.60640727205488,0.698810766759337,1.58724149940857,0.44026744954673,0.659743413100162,NA
"ENSG00000175467",40.973920032262,0.553556861801196,0.855862365292618,0.646782571882262,0.517772673422268,0.999838284898011
"ENSG00000237864",0,NA,NA,NA,NA,NA
"ENSG00000181214",0,NA,NA,NA,NA,NA
"ENSG00000175463",6.49820068131335,1.49800737811951,1.40988458810477,1.06250354870053,0.288007147841408,0.944414278430591
"ENSG00000180205",0,NA,NA,NA,NA,NA
"ENSG00000105402",52.6315297856336,-1.57103668503308,0.909032433324395,-1.72825152045202,0.0839431405480142,0.554336147168601
"ENSG00000105401",111.69565014778,-0.303894128957323,0.698319976804758,-0.435178913752153,0.663432566900465,0.999838284898011
"ENSG00000279979",0,NA,NA,NA,NA,NA
"ENSG00000105404",162.32766695467,1.32956206878044,0.837969214749755,1.58664786889276,0.112592419381997,0.650663008329955
"ENSG00000131459",70.3730428470759,1.73701338609689,0.849174046436692,2.04553282496769,0.0408023564699109,0.360246574124396
"ENSG00000279976",0,NA,NA,NA,NA,NA
"ENSG00000105409",0,NA,NA,NA,NA,NA
"ENSG00000279970",0,NA,NA,NA,NA,NA
"ENSG00000279971",0,NA,NA,NA,NA,NA
"ENSG00000279972",0,NA,NA,NA,NA,NA
"ENSG00000279973",0,NA,NA,NA,NA,NA
"ENSG00000135917",121.961382002682,-4.44486692778879,0.756784114261427,-5.87336182674328,4.27044985396798e-09,9.1722145446809e-07
"ENSG00000181218",2.62471003495373,0.776096560143246,1.56429095776398,0.496133124270313,0.619800490257005,NA
"ENSG00000132185",0,NA,NA,NA,NA,NA
"ENSG00000108639",146.952020959173,0.950544635187392,0.741354406156604,1.28217304341022,0.199781950201593,0.837402718483649
"ENSG00000219314",0,NA,NA,NA,NA,NA
"ENSG00000132182",18.4213909923447,2.20943497601436,1.02524696806912,2.15502707623264,0.031159715474989,0.300062602770902
"ENSG00000267450",0,NA,NA,NA,NA,NA
"ENSG00000237999",0,NA,NA,NA,NA,NA
"ENSG00000222009",5.756547069437,0.464949175795852,1.44546224107681,0.321661239279058,0.747709345002346,0.999838284898011
"ENSG00000237994",0,NA,NA,NA,NA,NA
"ENSG00000150681",2.09337266158991,-0.288250269566021,1.59031664827747,-0.181253381128995,0.85616869633801,NA
"ENSG00000237990",0,NA,NA,NA,NA,NA
"ENSG00000237991",1.41253494934553,-0.569633642020033,1.5865178416694,-0.359046477170808,0.719560320452749,NA
"ENSG00000237992",0,NA,NA,NA,NA,NA
"ENSG00000237993",0.206267474672764,0.808358522065789,1.35156465256271,0.598090901928411,0.549779280591825,NA
"ENSG00000244249",0,NA,NA,NA,NA,NA
"ENSG00000199609",0,NA,NA,NA,NA,NA
"ENSG00000014919",19.2663498197874,0.231110144437966,1.03195734831618,0.223953194204259,0.822793723774798,0.999838284898011
"ENSG00000188029",0,NA,NA,NA,NA,NA
"ENSG00000267456",0.281124220529969,0.868835770998757,1.37480329764506,0.63197096812832,0.527405848007029,NA
"ENSG00000244247",0,NA,NA,NA,NA,NA
"ENSG00000199601",0,NA,NA,NA,NA,NA
"ENSG00000131981",298.522913430401,-0.414188554071105,0.65732949559594,-0.630107969969609,0.528623945558806,0.999838284898011
"ENSG00000131982",0,NA,NA,NA,NA,NA
"ENSG00000199605",0,NA,NA,NA,NA,NA
"ENSG00000188026",12.6426460205939,0.0286494679036765,1.09939643340151,0.0260592694620953,0.979210064281088,0.999838284898011
"ENSG00000273942",0,NA,NA,NA,NA,NA
"ENSG00000273940",0,NA,NA,NA,NA,NA
"ENSG00000273946",0,NA,NA,NA,NA,NA
"ENSG00000273945",0.25,-0.855266917860253,1.36709826282933,-0.625607493707295,0.531572422357683,NA
"ENSG00000244242",3.83667196772807,0.676832497766301,1.51424413726678,0.446977129452842,0.654891573079702,NA
"ENSG00000273948",0,NA,NA,NA,NA,NA
"ENSG00000240747",1.36880242401829,-0.103966521550717,1.56397393532596,-0.0664758658711587,0.94699897144451,NA
"ENSG00000272097",0.618802424018293,1.06979771171814,1.4341121945058,0.745965145416531,0.455688470253295,NA
"ENSG00000272094",0,NA,NA,NA,NA,NA
"ENSG00000272092",0.412534949345529,0.980971711963575,1.41086714043019,0.695297015468418,0.486869184255752,NA
"ENSG00000084652",52.3435750676157,0.222670037322889,0.781577783285483,0.284898115177815,0.775722200042491,0.999838284898011
"ENSG00000200799",0,NA,NA,NA,NA,NA
"ENSG00000214691",0,NA,NA,NA,NA,NA
"ENSG00000214694",0.75,-1.11008830643767,1.44245171088193,-0.769584380581413,0.441546473211556,NA
"ENSG00000214695",0,NA,NA,NA,NA,NA
"ENSG00000172167",2.77442352666814,0.846329920377114,1.55916864078715,0.542808454606835,0.587261691473765,NA
"ENSG00000230485",0,NA,NA,NA,NA,NA
"ENSG00000172164",11.3104491223733,0.0555191766293259,1.180530303634,0.0470290143831314,0.962490102972786,0.999838284898011
"ENSG00000200795",0,NA,NA,NA,NA,NA
"ENSG00000230483",0,NA,NA,NA,NA,NA
"ENSG00000157227",341.356618939636,1.29231513450711,0.710302826283835,1.81938616416361,0.0688525360620038,0.495522537923524
"ENSG00000200790",0,NA,NA,NA,NA,NA
"ENSG00000230480",0,NA,NA,NA,NA,NA
"ENSG00000260592",0,NA,NA,NA,NA,NA
"ENSG00000264229",0,NA,NA,NA,NA,NA
"ENSG00000258392",0,NA,NA,NA,NA,NA
"ENSG00000214342",0,NA,NA,NA,NA,NA
"ENSG00000222297",0,NA,NA,NA,NA,NA
"ENSG00000264226",0,NA,NA,NA,NA,NA
"ENSG00000214347",0,NA,NA,NA,NA,NA
"ENSG00000214344",0,NA,NA,NA,NA,NA
"ENSG00000020426",12.6113086472301,-0.378801598155619,1.09593102994782,-0.345643647094887,0.729610539748222,0.999838284898011
"ENSG00000233440",0,NA,NA,NA,NA,NA
"ENSG00000204959",2.14992664454826,-0.272659751370306,1.56419379408008,-0.174313280363485,0.861619262801377,NA
"ENSG00000233441",0,NA,NA,NA,NA,NA
"ENSG00000064932",54.1770151752292,1.0188535308338,0.808115169726712,1.26077763294353,0.207388974540512,0.849524611085552
"ENSG00000229154",0,NA,NA,NA,NA,NA
"ENSG00000177770",0,NA,NA,NA,NA,NA
"ENSG00000101871",11.2368117651102,-0.609494055721737,1.15505448698968,-0.527675588110315,0.597724519585582,0.999838284898011
"ENSG00000138115",0,NA,NA,NA,NA,NA
"ENSG00000275479",0,NA,NA,NA,NA,NA
"ENSG00000138111",3.2121750856082,-0.177070429324257,1.49452527538959,-0.118479380871026,0.905687831696481,NA
"ENSG00000122335",6.79293944240084,-0.41917249432503,1.29342916781355,-0.324078430234885,0.745878656607632,0.999838284898011
"ENSG00000275475",0,NA,NA,NA,NA,NA
"ENSG00000172785",30.2161297534322,-0.334358033438558,0.874998914284967,-0.382123940932874,0.702369434573873,0.999838284898011
"ENSG00000275476",0,NA,NA,NA,NA,NA
"ENSG00000138119",76.3065670569491,-0.134175177619003,0.816561718571641,-0.164317251920292,0.86948140121397,0.999838284898011
"ENSG00000172780",0.5,-1.02550367550925,1.42166178129196,-0.721341523704256,0.470699415056661,NA
"ENSG00000150201",0,NA,NA,NA,NA,NA
"ENSG00000144724",25.2120214611834,-1.30804097811946,0.948153060501357,-1.37956732157548,0.167719904810775,0.777484321329659
"ENSG00000261410",0,NA,NA,NA,NA,NA
"ENSG00000156689",0,NA,NA,NA,NA,NA
"ENSG00000271544",0,NA,NA,NA,NA,NA
"ENSG00000271547",0,NA,NA,NA,NA,NA
"ENSG00000271546",0,NA,NA,NA,NA,NA
"ENSG00000271543",0,NA,NA,NA,NA,NA
"ENSG00000236119",0,NA,NA,NA,NA,NA
"ENSG00000236118",0,NA,NA,NA,NA,NA
"ENSG00000236111",0,NA,NA,NA,NA,NA
