gene_id,normal1,normal2,tumour1,tumour2
ENSG00000136014,0,0,0,0
ENSG00000115946,13,16,8,13
ENSG00000115947,34,10,21,24
ENSG00000248235,0,0,0,0
ENSG00000248234,0,0,0,0
ENSG00000115942,14,7,12,17
ENSG00000248231,0,0,0,0
ENSG00000259852,0,0,0,0
ENSG00000259855,0,0,0,0
ENSG00000259854,0,0,0,0
ENSG00000069974,21,6,32,21
ENSG00000084734,0,3,0,0
ENSG00000240005,0,3,0,0
ENSG00000240006,0,0,0,0
ENSG00000244142,0,0,0,0
ENSG00000084731,5,5,7,11
ENSG00000240002,0,0,0,0
ENSG00000084733,60,46,57,128
ENSG00000220600,0,0,0,0
ENSG00000236459,0,0,0,0
ENSG00000265688,0,0,5,10
ENSG00000038427,21,20,87,141
ENSG00000249722,0,0,0,0
ENSG00000249721,0,0,0,0
ENSG00000249726,0,0,0,0
ENSG00000249727,0,0,0,0
ENSG00000249725,0,0,0,0
ENSG00000118849,49,5,95,60
ENSG00000074410,3,7,15,189
ENSG00000074416,435,30,110,27
ENSG00000020256,7,8,13,22
ENSG00000265469,0,0,0,0
ENSG00000080293,3,7,0,3
ENSG00000274167,0,0,0,0
ENSG00000077147,88,178,103,108
ENSG00000080298,11,5,3,11
ENSG00000214286,0,0,0,0
ENSG00000214285,0,0,0,0
ENSG00000250214,0,0,0,0
ENSG00000138363,46,38,50,87
ENSG00000214282,0,0,0,0
ENSG00000214281,0,0,0,0
ENSG00000214280,2,0,0,0
ENSG00000133193,32,16,7,25
ENSG00000133195,10,14,21,15
ENSG00000214289,0,0,0,0
ENSG00000148248,86,72,73,98
ENSG00000275221,0,0,0,0
ENSG00000144591,22,38,75,64
ENSG00000275223,0,0,0,0
ENSG00000144597,28,8,13,21
ENSG00000144596,6,0,27,0
ENSG00000275226,0,0,0,0
ENSG00000267905,0,0,0,0
ENSG00000188984,0,0,0,0
ENSG00000275229,0,0,0,0
ENSG00000188986,31,39,70,37
ENSG00000267909,0,0,0,0
ENSG00000188981,0,0,0,3
ENSG00000255153,0,0,0,0
ENSG00000224733,0,0,0,0
ENSG00000154438,0,0,0,0
ENSG00000101955,119,69,11,7
ENSG00000101951,0,3,0,0
ENSG00000261191,0,0,0,0
ENSG00000101958,0,0,0,0
ENSG00000148795,0,0,0,0
ENSG00000239650,2,0,0,0
ENSG00000172845,54,25,23,53
ENSG00000172840,61,15,3,16
ENSG00000175054,21,11,7,23
ENSG00000234426,0,0,0,0
ENSG00000204003,0,0,0,0
ENSG00000218776,0,0,0,0
ENSG00000236078,0,0,0,0
ENSG00000236079,0,0,0,0
ENSG00000233008,0,0,0,3
ENSG00000233009,0,0,0,0
ENSG00000233002,0,0,0,0
ENSG00000233003,0,0,0,0
ENSG00000236072,0,0,0,0
ENSG00000254688,0,0,0,0
ENSG00000233006,3,0,0,3
ENSG00000236075,0,0,0,0
ENSG00000067533,21,17,7,31
ENSG00000233005,0,0,17,0
ENSG00000174446,7,23,7,7
ENSG00000235526,0,0,0,0
ENSG00000174444,1069,1510,1081,1093
ENSG00000235524,0,0,0,0
ENSG00000174442,8,7,9,10
ENSG00000235522,0,0,0,0
ENSG00000235521,0,0,0,0
ENSG00000230536,0,0,0,0
ENSG00000232751,0,0,0,0
ENSG00000232750,0,0,0,0
ENSG00000232752,0,0,0,0
ENSG00000232754,0,0,0,0
ENSG00000174448,0,0,0,0
ENSG00000232756,0,0,0,0
ENSG00000258818,178,151,39,52
ENSG00000258819,10,3,0,0
ENSG00000258812,0,0,0,0
ENSG00000258813,0,0,0,0
ENSG00000258810,0,0,0,0
ENSG00000258811,0,0,0,0
ENSG00000258816,0,0,0,0
ENSG00000258817,0,0,0,0
ENSG00000258814,0,0,0,0
ENSG00000258815,0,0,0,0
ENSG00000265417,0,0,0,0
ENSG00000265415,0,0,0,1
ENSG00000265413,0,3,0,0
ENSG00000274178,0,0,0,0
ENSG00000274177,0,5,0,0
ENSG00000274175,0,0,0,0
ENSG00000274173,0,0,0,0
ENSG00000274172,0,0,0,0
ENSG00000265418,0,0,0,0
ENSG00000274170,0,0,0,0
ENSG00000270889,0,0,0,0
ENSG00000267655,0,0,0,0
ENSG00000270885,22,9,3,3
ENSG00000270883,0,0,0,0
ENSG00000270882,5,1,2,3
ENSG00000270880,0,0,0,0
ENSG00000216629,0,0,0,0
ENSG00000216621,0,0,0,0
ENSG00000222921,0,0,0,0
ENSG00000216624,0,2,0,0
ENSG00000212539,0,0,0,0
ENSG00000212538,0,0,0,0
ENSG00000267652,0,0,0,0
ENSG00000212533,0,0,0,0
ENSG00000212532,0,0,0,0
ENSG00000212536,0,0,0,0
ENSG00000234688,2,0,0,0
ENSG00000212534,0,0,0,0
ENSG00000223573,0,0,3,0
ENSG00000223572,0,0,2,0
ENSG00000223571,0,0,0,0
ENSG00000223570,0,0,0,0
ENSG00000236698,1,2,0,3
ENSG00000236699,0,0,0,0
ENSG00000223575,0,0,0,0
ENSG00000223574,0,0,0,0
ENSG00000236695,0,0,0,0
ENSG00000236690,0,0,0,0
ENSG00000236691,0,0,0,0
ENSG00000236692,0,0,0,0
ENSG00000099960,3,5,89,33
ENSG00000099968,59,45,19,26
ENSG00000266297,0,0,0,0
ENSG00000266296,0,0,0,0
ENSG00000266291,0,0,0,0
ENSG00000266290,0,0,0,0
ENSG00000266299,0,0,0,0
ENSG00000231937,0,0,0,0
ENSG00000234696,0,0,0,0
ENSG00000197930,15,30,10,138
ENSG00000197933,7,7,5,11
ENSG00000234695,0,0,0,2
ENSG00000234692,0,0,0,0
ENSG00000234693,0,0,0,0
ENSG00000197937,7,5,5,13
ENSG00000212282,0,0,0,0
ENSG00000180535,0,0,0,0
ENSG00000197938,0,0,0,0
ENSG00000180537,0,3,5,7
ENSG00000204371,13,23,11,28
ENSG00000212289,0,0,0,0
ENSG00000180530,77,29,0,33
ENSG00000234698,0,0,0,0
ENSG00000234699,0,0,0,0
ENSG00000113456,10,13,14,23
ENSG00000103089,0,0,12,13
ENSG00000239659,0,0,0,0
ENSG00000140623,0,0,0,0
ENSG00000269873,0,0,0,0
ENSG00000064042,140,63,100,73
ENSG00000212527,0,0,0,0
ENSG00000089063,133,200,79,91
ENSG00000089060,25,46,47,28
ENSG00000234340,0,0,0,0
ENSG00000228663,0,0,0,0
ENSG00000228660,0,0,0,0
ENSG00000228661,0,0,0,0
ENSG00000228666,0,0,0,0
ENSG00000234345,0,0,0,0
ENSG00000228664,0,0,0,0
ENSG00000228665,0,0,0,0
ENSG00000239523,3,0,3,0
ENSG00000234349,0,0,0,0
ENSG00000228668,0,0,0,0
ENSG00000228669,0,0,0,0
ENSG00000239527,0,0,0,0
ENSG00000079277,48,35,31,15
ENSG00000256684,0,0,0,0
ENSG00000234413,0,0,0,0
ENSG00000253556,0,0,0,0
ENSG00000068615,8,3,10,74
ENSG00000261418,0,0,0,0
ENSG00000261419,0,0,0,0
ENSG00000252826,0,0,0,0
ENSG00000264429,0,0,0,0
ENSG00000264424,2,0,0,0
ENSG00000264425,0,0,0,0
ENSG00000264426,0,0,0,0
ENSG00000106105,59,42,48,114
ENSG00000261416,0,0,0,0
ENSG00000264421,0,0,0,0
ENSG00000106100,16,25,32,6
ENSG00000264423,0,0,0,0
ENSG00000219666,0,0,0,0
ENSG00000130758,5,11,13,14
ENSG00000189114,2,2,15,9
ENSG00000262141,0,0,0,0
ENSG00000262140,0,0,0,0
ENSG00000254099,0,0,0,0
ENSG00000262147,0,0,0,0
ENSG00000279329,0,0,0,2
ENSG00000260496,0,0,0,0
ENSG00000151005,0,0,0,0
ENSG00000226746,0,0,0,0
ENSG00000201086,0,0,0,0
ENSG00000261095,0,0,0,0
ENSG00000254094,0,0,0,0
ENSG00000263815,0,0,0,0
ENSG00000118473,0,0,0,6
ENSG00000052802,15,25,13,179
ENSG00000263811,0,0,0,0
ENSG00000263812,3,0,0,0
ENSG00000263813,0,0,0,0
ENSG00000263818,0,0,0,0
ENSG00000254093,8,5,9,8
ENSG00000226741,0,0,0,0
ENSG00000221093,0,0,0,0
ENSG00000253555,0,0,0,0
ENSG00000105664,0,27,7,68
ENSG00000105662,9,11,24,13
ENSG00000142089,361,691,1692,697
ENSG00000142082,20,19,23,5
ENSG00000105668,0,0,0,0
ENSG00000105669,59,146,226,146
ENSG00000244264,0,0,0,0
ENSG00000225620,0,0,0,0
ENSG00000244266,0,0,0,0
ENSG00000166352,3,10,20,32
ENSG00000244260,0,0,0,0
ENSG00000225624,0,0,0,0
ENSG00000225626,0,0,0,0
ENSG00000166359,0,0,0,0
ENSG00000244268,0,0,0,0
ENSG00000118785,282,47,1940,2560
ENSG00000229131,0,0,0,0
ENSG00000238698,0,0,0,0
ENSG00000229132,0,3,0,4
ENSG00000229138,0,0,0,0
ENSG00000229533,0,0,0,0
ENSG00000119720,3,19,1,10
ENSG00000238694,0,0,0,0
ENSG00000158163,5,16,7,3
ENSG00000163659,28,11,7,9
ENSG00000237207,0,0,0,0
ENSG00000065029,26,9,19,27
ENSG00000216906,0,0,0,0
ENSG00000283663,0,0,0,2
ENSG00000163655,29,27,39,58
ENSG00000283662,0,0,0,0
ENSG00000277628,0,0,0,0
ENSG00000188649,0,0,0,0
ENSG00000266283,0,0,0,0
ENSG00000182263,9,11,3,19
ENSG00000188646,0,0,0,0
ENSG00000182261,0,0,0,0
ENSG00000119725,46,6,0,66
ENSG00000188643,59,103,13,221
ENSG00000188641,36,11,5,29
ENSG00000182264,0,0,0,0
ENSG00000278291,3,9,0,5
ENSG00000177338,0,0,0,0
ENSG00000186973,0,0,0,0
ENSG00000186971,0,0,0,0
ENSG00000183340,16,7,3,17
ENSG00000186977,0,0,0,0
ENSG00000186976,3,1,0,2
ENSG00000198786,8775,0,0,0
ENSG00000251147,0,0,0,0
ENSG00000210112,1,0,0,0
ENSG00000260431,0,0,0,0
ENSG00000254316,0,0,0,0
ENSG00000254311,0,0,0,0
ENSG00000254310,0,0,0,0
ENSG00000254313,0,0,0,0
ENSG00000201407,0,0,0,0
ENSG00000260439,0,0,0,0
ENSG00000260438,0,0,0,0
ENSG00000254319,0,1,0,0
ENSG00000141664,15,12,5,18
ENSG00000251149,0,0,0,0
ENSG00000251148,0,0,0,0
ENSG00000259334,0,0,0,0
ENSG00000259335,0,0,0,0
ENSG00000259336,0,0,0,0
ENSG00000141665,0,0,0,3
ENSG00000259330,13,15,15,19
ENSG00000115204,24,42,39,41
ENSG00000115207,21,29,13,29
ENSG00000119787,52,7,8,30
ENSG00000259338,0,0,0,0
ENSG00000259339,0,0,0,0
ENSG00000236710,2,0,0,0
ENSG00000162298,34,47,50,37
ENSG00000074356,40,19,18,23
ENSG00000108417,0,0,0,0
ENSG00000251491,0,0,0,0
ENSG00000251490,0,0,0,0
ENSG00000151812,0,0,0,0
ENSG00000251492,0,0,0,0
ENSG00000251495,3,5,7,5
ENSG00000259366,0,0,0,2
ENSG00000251497,0,0,0,0
ENSG00000280023,0,0,0,0
ENSG00000251498,0,0,0,0
ENSG00000119431,9,32,25,28
ENSG00000239899,0,0,0,0
ENSG00000137948,0,0,0,0
ENSG00000071655,24,78,41,150
ENSG00000227663,0,0,0,0
ENSG00000227661,0,0,0,0
ENSG00000227660,0,0,0,0
ENSG00000227667,0,0,0,0
ENSG00000227666,0,0,0,0
ENSG00000223968,0,0,0,0
ENSG00000223969,0,0,0,0
ENSG00000186399,1,0,0,1
ENSG00000267511,0,0,0,0
ENSG00000223965,0,0,0,0
ENSG00000186395,10,23,31,19
ENSG00000223967,0,0,0,0
ENSG00000223960,5,4,0,3
ENSG00000009413,70,30,3,15
ENSG00000223962,0,0,0,0
ENSG00000180787,13,7,4,5
ENSG00000279853,0,0,0,0
ENSG00000165118,17,11,6,15
ENSG00000165119,290,204,130,303
ENSG00000165113,20,18,9,7
ENSG00000244267,0,0,0,0
ENSG00000233861,0,0,0,0
ENSG00000165115,6,3,0,7
ENSG00000280021,0,0,0,0
ENSG00000196214,21,19,9,21
ENSG00000242958,0,0,0,0
ENSG00000164867,14,7,3,5
ENSG00000147010,114,41,41,38
ENSG00000257660,0,0,0,2
ENSG00000257662,0,0,0,0
ENSG00000257663,0,0,0,0
ENSG00000187372,0,4,3,7
ENSG00000242951,0,0,0,2
ENSG00000242952,0,1,0,0
ENSG00000242953,0,0,0,0
ENSG00000257668,0,0,0,0
ENSG00000280026,0,0,0,0
ENSG00000186020,24,5,9,22
ENSG00000186026,3,3,0,0
ENSG00000283379,0,0,0,0
ENSG00000283378,0,0,0,2
ENSG00000171357,3,0,4,0
ENSG00000283372,0,0,0,0
ENSG00000283371,0,0,0,0
ENSG00000283377,0,0,0,0
ENSG00000283376,0,0,0,0
ENSG00000283375,0,0,0,0
ENSG00000183615,5,19,5,3
ENSG00000090565,22,26,44,51
ENSG00000227089,0,0,0,0
ENSG00000227088,0,0,0,0
ENSG00000227087,0,0,0,0
ENSG00000227083,0,0,0,0
ENSG00000227082,0,0,0,4
ENSG00000227081,11,24,43,21
ENSG00000227080,0,0,0,0
ENSG00000250360,0,0,0,0
ENSG00000250361,0,0,0,0
ENSG00000250362,0,0,0,0
ENSG00000250363,0,0,0,0
ENSG00000258179,0,0,0,0
ENSG00000250365,0,0,0,0
ENSG00000250366,0,0,0,0
ENSG00000258175,0,0,0,0
ENSG00000258177,0,0,0,0
ENSG00000116962,123,62,5,3
ENSG00000258171,0,0,0,0
ENSG00000258170,2,0,31,0
ENSG00000159625,0,0,0,3
ENSG00000258172,0,0,0,0
ENSG00000226372,0,0,0,0
ENSG00000202358,0,0,0,0
ENSG00000276828,0,0,0,0
ENSG00000216523,0,0,0,0
ENSG00000249472,0,0,0,0
ENSG00000276823,0,0,0,0
ENSG00000207181,0,0,0,0
ENSG00000202350,0,0,0,0
ENSG00000202351,0,0,0,0
ENSG00000202356,0,0,0,0
ENSG00000202357,0,0,0,0
ENSG00000207186,0,0,0,0
ENSG00000207187,0,0,0,0
ENSG00000264359,0,0,0,0
ENSG00000201916,0,0,0,0
ENSG00000201910,0,0,0,0
ENSG00000201913,0,0,0,0
ENSG00000201912,0,0,0,0
ENSG00000226376,0,0,0,0
ENSG00000217239,0,0,0,0
ENSG00000154945,119,92,17,16
ENSG00000268101,0,0,0,0
ENSG00000160345,3,3,9,8
ENSG00000164241,4,6,0,5
ENSG00000242375,2,1,1,3
ENSG00000132704,0,0,0,0
ENSG00000242370,0,0,0,0
ENSG00000164244,34,6,25,48
ENSG00000242372,46,92,331,236
ENSG00000100744,9,9,7,30
ENSG00000155011,0,5,0,0
ENSG00000261399,0,0,0,0
ENSG00000120235,0,0,0,0
ENSG00000100749,5,7,13,5
ENSG00000283999,0,0,0,0
ENSG00000107771,37,22,11,33
ENSG00000230120,0,0,0,0
ENSG00000230121,0,0,0,0
ENSG00000230122,0,0,0,0
ENSG00000283994,0,0,0,3
ENSG00000230124,15,23,31,33
ENSG00000283992,0,0,0,2
ENSG00000230126,0,0,0,0
ENSG00000283990,0,0,0,0
ENSG00000229953,0,0,3,3
ENSG00000229951,0,0,0,0
ENSG00000229950,0,0,3,0
ENSG00000204989,0,0,0,0
ENSG00000229956,7,0,8,3
ENSG00000229955,0,0,0,0
ENSG00000125551,0,0,0,0
ENSG00000204983,0,0,0,0
ENSG00000204982,0,0,0,0
ENSG00000285238,64,26,46,0
ENSG00000285239,0,0,0,0
ENSG00000198077,0,0,0,0
ENSG00000259660,0,0,0,0
ENSG00000285230,0,8,8,5
ENSG00000285231,0,0,0,0
ENSG00000097033,223,127,69,145
ENSG00000285237,0,0,0,0
ENSG00000256209,0,0,0,0
ENSG00000256204,0,0,0,0
ENSG00000256206,0,0,0,0
ENSG00000124209,41,29,22,51
ENSG00000243779,0,0,0,0
ENSG00000264324,0,0,0,0
ENSG00000230696,0,0,0,0
ENSG00000230697,0,0,0,0
ENSG00000230694,0,0,0,0
ENSG00000230695,0,0,0,0
ENSG00000243772,0,0,0,0
ENSG00000230698,0,0,0,0
ENSG00000243770,0,0,0,0
ENSG00000243777,0,0,0,0
ENSG00000243775,0,0,0,0
ENSG00000264322,0,0,0,0
ENSG00000203408,0,0,0,0
ENSG00000251961,0,0,0,0
ENSG00000251960,0,0,0,0
ENSG00000203402,0,0,0,0
ENSG00000251965,0,0,0,0
ENSG00000251967,0,0,0,0
ENSG00000167747,4,9,194,27
ENSG00000167741,0,0,0,0
ENSG00000167740,8,47,23,21
ENSG00000259979,0,0,0,0
ENSG00000247473,0,0,0,0
ENSG00000167749,0,0,0,0
ENSG00000167748,0,0,38,0
ENSG00000235202,0,0,0,0
ENSG00000234853,0,0,0,0
ENSG00000124203,0,0,0,0
ENSG00000249375,0,0,3,0
ENSG00000189298,9,11,3,9
ENSG00000234857,26,15,46,0
ENSG00000237477,0,0,0,0
ENSG00000177565,72,89,81,97
ENSG00000237475,0,0,0,0
ENSG00000237473,0,0,0,0
ENSG00000237472,0,0,0,0
ENSG00000237471,0,0,0,0
ENSG00000237470,0,0,0,0
ENSG00000236610,0,0,0,0
ENSG00000252437,0,0,0,0
ENSG00000258234,0,0,0,0
ENSG00000237479,0,0,0,0
ENSG00000237478,0,0,0,0
ENSG00000277051,0,0,0,0
ENSG00000120907,15,3,0,0
ENSG00000277053,110,58,46,53
ENSG00000277052,0,0,0,0
ENSG00000120903,0,0,0,0
ENSG00000277057,1,0,0,0
ENSG00000277056,0,0,0,0
ENSG00000267986,0,0,0,0
ENSG00000258233,0,0,0,0
ENSG00000199306,2,0,0,0
ENSG00000199301,0,0,0,0
ENSG00000199303,0,0,0,0
ENSG00000112144,47,7,8,13
ENSG00000199308,0,0,0,0
ENSG00000136250,0,7,18,5
ENSG00000257858,0,0,0,0
ENSG00000127249,0,0,0,0
ENSG00000285906,0,0,5,0
ENSG00000285907,0,0,0,0
ENSG00000285904,0,0,0,0
ENSG00000285905,0,0,0,0
ENSG00000285902,0,0,0,0
ENSG00000285900,0,0,0,0
ENSG00000285901,0,7,0,0
ENSG00000285908,0,0,0,0
ENSG00000285909,0,0,0,0
ENSG00000205767,0,0,0,0
ENSG00000233514,0,0,0,2
ENSG00000205765,27,17,15,31
ENSG00000205763,6,0,10,2
ENSG00000249520,0,0,0,0
ENSG00000249521,0,0,0,0
ENSG00000249522,0,0,0,0
ENSG00000249525,0,0,0,0
ENSG00000249526,0,0,0,0
ENSG00000241735,0,0,0,0
ENSG00000244926,0,0,0,0
ENSG00000166831,19,19,0,7
ENSG00000244921,0,0,0,0
ENSG00000166833,17,7,11,27
ENSG00000281269,0,0,0,0
ENSG00000241739,0,1,0,0
ENSG00000166839,5,8,5,0
ENSG00000164603,11,6,19,19
ENSG00000232633,0,0,0,3
ENSG00000236567,0,0,0,0
ENSG00000222924,0,0,0,0
ENSG00000236564,0,0,0,0
ENSG00000239397,0,0,0,0
ENSG00000241588,0,0,0,0
ENSG00000249293,0,0,0,0
ENSG00000249290,0,0,0,0
ENSG00000179222,58,53,114,152
ENSG00000207408,0,0,0,0
ENSG00000229539,0,0,0,0
ENSG00000249295,0,0,0,0
ENSG00000207405,0,0,0,1
ENSG00000058600,25,15,2,19
ENSG00000207407,0,0,0,0
ENSG00000207406,0,0,0,0
ENSG00000207401,0,0,0,0
ENSG00000217576,0,0,3,0
ENSG00000207403,0,0,0,0
ENSG00000207402,0,0,0,0
ENSG00000268842,0,0,0,0
ENSG00000268847,0,0,0,0
ENSG00000268845,0,0,0,0
ENSG00000268849,0,3,0,0
ENSG00000231245,0,3,0,3
ENSG00000222922,0,0,0,0
ENSG00000284570,0,1,1,1
ENSG00000158786,0,0,0,0
ENSG00000284572,0,0,0,0
ENSG00000077348,7,15,26,30
ENSG00000271048,0,0,0,0
ENSG00000271049,0,0,0,0
ENSG00000276019,0,0,0,0
ENSG00000201638,0,0,0,0
ENSG00000258766,0,0,0,0
ENSG00000271040,0,0,0,0
ENSG00000253471,0,0,0,0
ENSG00000271042,0,0,0,0
ENSG00000271043,1,0,0,0
ENSG00000271044,0,0,0,0
ENSG00000271045,0,0,0,0
ENSG00000271046,0,0,0,0
ENSG00000284575,0,0,0,0
ENSG00000279695,0,0,0,0
ENSG00000279694,0,0,0,0
ENSG00000279697,0,0,0,0
ENSG00000279696,0,5,4,2
ENSG00000279691,0,0,0,0
ENSG00000279690,0,0,0,0
ENSG00000279693,0,0,0,0
ENSG00000279692,0,0,0,0
ENSG00000233511,0,0,0,0
ENSG00000279699,0,0,0,0
ENSG00000279698,0,0,0,0
ENSG00000213664,0,0,0,0
ENSG00000060709,0,0,0,0
ENSG00000273756,0,0,0,0
ENSG00000051009,41,9,13,53
ENSG00000158234,21,12,5,9
ENSG00000273758,0,0,0,0
ENSG00000273759,0,5,0,0
ENSG00000198894,33,13,13,9
ENSG00000259977,0,0,0,0
ENSG00000198892,9,15,12,15
ENSG00000198890,7,13,7,11
ENSG00000198899,0,0,0,0
ENSG00000198898,82,72,28,189
ENSG00000157578,0,0,0,7
ENSG00000130962,11,3,7,19
ENSG00000200847,0,0,0,0
ENSG00000200840,0,0,0,0
ENSG00000157570,33,16,5,9
ENSG00000200842,0,0,0,0
ENSG00000233570,0,0,0,0
ENSG00000233571,0,0,0,0
ENSG00000165879,2,5,5,0
ENSG00000204179,0,0,0,0
ENSG00000233574,0,0,0,0
ENSG00000067082,117,117,32,73
ENSG00000204174,0,1,2,2
ENSG00000165874,3,4,2,5
ENSG00000204176,3,2,5,1
ENSG00000204177,3,3,0,2
ENSG00000204172,10,7,7,5
ENSG00000204173,0,0,0,0
ENSG00000232220,0,0,0,0
ENSG00000232223,0,0,0,0
ENSG00000232225,0,0,0,0
ENSG00000232227,0,0,0,0
ENSG00000232226,0,0,0,0
ENSG00000232229,3,0,0,0
ENSG00000232228,0,0,0,0
ENSG00000264971,0,0,0,0
ENSG00000232514,0,0,0,0
ENSG00000207963,0,0,0,0
ENSG00000004809,0,0,0,0
ENSG00000206448,0,0,0,0
ENSG00000268153,0,0,0,0
ENSG00000268154,0,0,0,0
ENSG00000268157,0,0,0,0
ENSG00000258039,0,0,0,0
ENSG00000231963,0,0,0,0
ENSG00000222966,0,0,0,0
ENSG00000270316,8,9,11,14
ENSG00000270314,0,0,0,0
ENSG00000270313,0,0,0,0
ENSG00000264978,0,0,0,0
ENSG00000073464,11,7,5,5
ENSG00000224376,3,0,7,0
ENSG00000270318,0,0,0,0
ENSG00000269405,0,0,0,0
ENSG00000269404,0,0,5,0
ENSG00000269400,0,0,0,0
ENSG00000269403,0,0,0,0
ENSG00000072736,18,27,5,6
ENSG00000272801,0,0,0,0
ENSG00000130348,21,17,5,11
ENSG00000265717,0,0,0,0
ENSG00000277830,0,0,0,0
ENSG00000277837,0,0,0,0
ENSG00000272804,0,0,0,0
ENSG00000265713,0,0,0,0
ENSG00000265712,0,0,0,0
ENSG00000005001,0,0,0,0
ENSG00000272808,3,2,0,0
ENSG00000265719,0,0,0,0
ENSG00000005007,65,40,35,27
ENSG00000145850,0,0,9,0
ENSG00000174136,6,5,5,3
ENSG00000174137,3,5,3,7
ENSG00000154007,0,0,0,0
ENSG00000174132,11,21,13,18
ENSG00000154001,19,32,25,46
ENSG00000174130,5,0,0,5
ENSG00000226744,0,0,0,0
ENSG00000234108,0,0,0,0
ENSG00000234109,0,0,0,0
ENSG00000234106,3,2,0,0
ENSG00000234107,0,0,0,0
ENSG00000234104,0,0,0,0
ENSG00000234105,0,0,0,0
ENSG00000234102,0,0,0,0
ENSG00000274568,0,0,0,0
ENSG00000274569,0,0,0,0
ENSG00000274560,0,0,0,0
ENSG00000274561,3,8,0,1
ENSG00000274562,0,0,0,0
ENSG00000274565,0,0,0,2
ENSG00000284620,0,0,0,0
ENSG00000284621,0,0,0,0
ENSG00000284622,0,0,0,0
ENSG00000284623,0,0,0,0
ENSG00000284624,2,0,0,0
ENSG00000284625,0,0,0,0
ENSG00000284626,0,0,0,0
ENSG00000284627,0,4,1,3
ENSG00000284628,0,0,0,0
ENSG00000284629,0,0,0,0
ENSG00000111348,73,219,125,43
ENSG00000111341,167,749,195,718
ENSG00000111344,0,0,0,0
ENSG00000135447,508,404,0,3
ENSG00000135446,48,59,149,173
ENSG00000135441,50,83,124,97
ENSG00000135443,0,0,0,0
ENSG00000082014,15,13,39,68
ENSG00000224666,0,0,0,0
ENSG00000285992,0,0,0,0
ENSG00000068366,59,29,13,109
ENSG00000283526,0,0,0,0
ENSG00000224667,0,0,0,0
ENSG00000224664,0,0,0,0
ENSG00000204849,0,0,0,0
ENSG00000102119,18,25,35,28
ENSG00000105464,0,0,5,0
ENSG00000105467,0,0,0,0
ENSG00000201785,0,0,0,0
ENSG00000048649,24,17,10,49
ENSG00000232636,0,0,0,0
ENSG00000271868,0,0,0,0
ENSG00000271869,6,3,0,0
ENSG00000271862,0,0,0,0
ENSG00000271860,0,0,0,0
ENSG00000204282,2,6,7,0
ENSG00000273036,0,0,0,0
ENSG00000273035,0,0,0,0
ENSG00000273033,19,3,9,17
ENSG00000273032,0,0,3,0
ENSG00000265871,0,0,0,0
ENSG00000219951,0,0,0,0
ENSG00000273038,7,3,5,9
ENSG00000198538,13,3,7,15
ENSG00000285579,0,0,0,0
ENSG00000285578,0,0,0,0
ENSG00000285577,0,0,0,0
ENSG00000198535,0,0,0,0
ENSG00000144810,14,19,3,27
ENSG00000285574,0,0,0,0
ENSG00000285573,0,0,0,0
ENSG00000143845,0,5,9,19
ENSG00000285571,0,0,0,0
ENSG00000144815,18,15,7,13
ENSG00000147548,82,31,19,41
ENSG00000188089,0,0,0,0
ENSG00000273639,0,0,0,0
ENSG00000188086,0,0,0,0
ENSG00000235111,0,0,0,0
ENSG00000213400,0,0,0,0
ENSG00000215183,0,0,0,0
ENSG00000136935,31,22,15,15
ENSG00000136936,13,23,21,10
ENSG00000136937,29,15,17,31
ENSG00000215187,5,0,0,0
ENSG00000215186,0,0,0,0
ENSG00000136932,4,13,7,17
ENSG00000136933,15,26,22,25
ENSG00000198251,0,0,0,0
ENSG00000238908,0,0,0,0
ENSG00000136938,123,211,112,59
ENSG00000136939,0,0,0,0
ENSG00000229232,0,0,0,0
ENSG00000258034,0,0,0,0
ENSG00000069011,0,5,25,25
ENSG00000214856,1,0,7,0
ENSG00000214857,0,0,0,0
ENSG00000214855,0,0,2,5
ENSG00000069018,0,0,0,0
ENSG00000214853,0,0,0,0
ENSG00000214851,0,0,0,0
ENSG00000222014,0,0,0,0
ENSG00000108654,450,288,118,461
ENSG00000267443,0,0,0,0
ENSG00000108651,24,35,34,43
ENSG00000215455,0,0,0,0
ENSG00000215454,0,0,0,0
ENSG00000215457,0,0,0,0
ENSG00000215456,0,0,0,0
ENSG00000116981,0,0,0,0
ENSG00000215452,0,0,0,0
ENSG00000124102,0,0,3,7
ENSG00000267440,0,0,0,0
ENSG00000225638,0,0,0,0
ENSG00000119231,21,15,13,27
ENSG00000174010,5,9,3,17
ENSG00000099308,11,13,7,15
ENSG00000047849,246,282,94,298
ENSG00000225637,0,0,0,0
ENSG00000214581,0,0,0,0
ENSG00000116984,55,15,12,23
ENSG00000214584,0,0,0,0
ENSG00000074621,14,7,0,9
ENSG00000212864,0,7,5,7
ENSG00000260784,1,1,0,0
ENSG00000275029,1,1,0,1
ENSG00000197353,0,0,0,0
ENSG00000108389,32,27,19,16
ENSG00000108387,30,47,0,3
ENSG00000108384,7,14,16,6
ENSG00000166343,3,5,0,3
ENSG00000221818,31,9,0,0
ENSG00000221819,0,0,0,2
ENSG00000225630,3539,512,209,305
ENSG00000221813,0,0,0,0
ENSG00000221817,3,0,0,3
ENSG00000283959,0,0,0,0
ENSG00000276282,0,0,0,0
ENSG00000200789,0,0,0,0
ENSG00000271913,3,3,0,3
ENSG00000200788,0,0,0,0
ENSG00000153230,0,0,0,0
ENSG00000272070,0,0,0,3
